id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
82820,46742822,"Lovely Apartment in trendy Astoria, Queens",79892393171,unconfirmed,Alex,Queens,Astoria,40.76437,-73.91937,United States,US,FALSE,strict,Entire home/apt,2008,$689 ,$138 ,3,3,01-02-2018,0.16,4,1,1,"Leave the apartment as you found it!  If you used dishes or cups or anything in the kitchen area, you are expected to clean, wash, dry and return the item to its origin.   Act respectful in the neighborhood and inside the halls, other units are in the building so act responsible.   We ask that quiet hours be respected between 11pm and 8am.  Meaning no dance parties, loud noises, or other disturbances that are not emergencies.  We understand sometime guest will like to enjoy themselves until the bars close (2am).  We expect you to be courteous once you return to the property, excessive noise and disturbances reported may result in cancellation of your booking immediately without refund and maybe forcibly removed at my or my agents discretion.   No Smoking No Parties No Drugs No Weapons Only People on Reservation permitted to stay in the apartment. Please keep front door locked and closed at all times. You are expected to leave the apartment as you found it, kitchen clean, fridge empty, ",
21932,13114380,Cozy private room in Brooklyn Heights,50366747822,verified,Colette,Brooklyn,Cobble Hill,40.68934,-73.99438,United States,US,TRUE,strict,Private room,2013,$928 ,$186 ,1,3,3/27/2017,0.11,2,1,0,Must be 21 to book No loud music No parties No smoking No pets,
12226,7753756,1 Bedroom in 2 bdr Bushwick apt,18661977675,unconfirmed,Charles,Brooklyn,Bushwick,40.68983,-73.90512,United States,US,FALSE,flexible,Private room,2003,$857 ,$171 ,1,1,12/27/2015,0.02,4,1,362,,
86752,48914466,Artistic Escape in Brooklyn,23506393735,verified,Brett,Brooklyn,Williamsburg,40.70742,-73.94316,United States,US,TRUE,moderate,Entire home/apt,2013,$989 ,$198 ,2,11,6/23/2019,0.31,1,1,371,"No pets, no smoking of any manner or tobacco products allowed.  This is my home and I expect guests to treat it with the same respect and consideration as they would give their own homes.",
3089,2707391,Just like home & more in Rm #2,13270218375,unconfirmed,Emmett,Manhattan,Harlem,40.82557,-73.95514,United States,US,TRUE,strict,Private room,2017,$794 ,$159 ,7,9,5/21/2019,0.14,3,2,408,Strictly no smoking on property. Your pets are welcome but please mind them. NO PARTIES ALLOWED.  EXCESSIVE NOISE IS STRICTLY PROHIBITED,
70612,40000344,Rm #1 River view Hamilton Heights,16986366305,verified,Emmett,Manhattan,Harlem,40.82393,-73.95308,United States,US,FALSE,flexible,Private room,2007,"$1,135 ",$227 ,7,2,10-12-2014,0.03,1,2,365,,
55580,31698170,Cozy and beautiful view private bedroom.,88271139234,verified,Ferhat,Brooklyn,Manhattan Beach,40.58079,-73.95325,United States,US,FALSE,flexible,Private room,2011,$635 ,$127 ,1,8,02-04-2022,2.7,5,1,82,,
9926,6483466,Bright room in 2BR apt in Nolita!,33951947850,unconfirmed,Lauren,Manhattan,Little Italy,40.71959,-73.99604,United States,US,TRUE,moderate,Private room,2006,"$1,024 ",$205 ,2,2,10-06-2015,0.04,4,2,206,"Quiet hours are 10 PM to 6 AM.  No smoking, even outside.  No pets.  We already have one.",
92199,51922844,Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,13372839516,unconfirmed,Tommy,Manhattan,Gramercy,40.73379,-73.98645,United States,US,FALSE,moderate,Private room,2014,$180 ,$36 ,2,24,05-03-2019,1.68,4,3,149,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
76550,43279901,Modern Sunny Room with Private Bathroom & Balcony,73086993648,unconfirmed,Igor,Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.94278,United States,US,FALSE,flexible,Private room,2022,"$1,125 ",$225 ,2,48,8/19/2018,1.45,4,1,72,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
38672,22359882,"Bright, large, fully renovated apartment!!",66270327741,verified,Laura,Brooklyn,Bedford-Stuyvesant,40.69518,-73.94676,United States,US,TRUE,moderate,Entire home/apt,2020,$567 ,$113 ,2,0,,,4,2,112,"Our family will be present in the same house, though we expect you to have fun please be respectful of our family and house. We prefer non-smokers, but if you should smoke please refrain from smoking on the property. No pets allowed.",
73398,41539051,Last stop on the L train.,45553219475,verified,Wilfred,Brooklyn,Canarsie,40.64715,-73.90447,United States,US,FALSE,strict,Entire home/apt,2009,$497 ,$99 ,2,50,6/24/2019,3.18,5,1,173,,
50701,29003498,Entire place just for you,74416310796,verified,Sam,Brooklyn,Bensonhurst,40.6075,-73.99717,United States,US,TRUE,flexible,Entire home/apt,2003,$245 ,$49 ,2,4,2/28/2022,4,5,2,354,,
5989,4309061,N 6th & Bedford PRIME Williamsburg,45263524030,unconfirmed,Linda,Brooklyn,Williamsburg,40.71797,-73.95981,United States,US,TRUE,strict,Private room,2008,$944 ,$189 ,1,1,11-04-2014,0.02,3,1,32,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
29422,17251107,Large Room in Quiet Apartment close to Subway,10463576953,verified,Victor,Manhattan,Harlem,40.82243,-73.94053,United States,US,FALSE,strict,Private room,2012,$184 ,$37 ,1,3,03-04-2018,0.18,4,2,0,"Please treat this like you would your own home, and be respectful of the space. This is our home too and not just a hotel to make extra money. If you smoke, please do so outside. Having guests over is fine, but be courteous of our neighbours. Please do clean the dishes and leave them inside the dish washer to dry. Don't hesitate to reach out to us if you have any issues!",
99299,55844174,BEAUTIFUL LUXURY 2BDR APARTMENT ON PARK AVE,54382953585,unconfirmed,Ofir,Manhattan,Midtown,40.74407,-73.98386,United States,US,TRUE,flexible,Entire home/apt,2012,"$1,197 ",$239 ,3,0,,,4,2,179,,
79986,45177604,Cozy one bedroom apartment in the Lower East Side,97850566209,unconfirmed,Hadas,Manhattan,Lower East Side,40.71862,-73.9836,United States,US,TRUE,strict,Entire home/apt,2008,$94 ,$19 ,14,1,03-01-2018,0.06,1,1,0,The apartment is non-smoking and pets are not allowed.,
28465,16722556,East Harlem Room(#2) on Madison Avenue,16245939703,verified,Kelvin,Manhattan,East Harlem,40.80147,-73.94451,United States,US,FALSE,moderate,Private room,2018,$907 ,$181 ,3,40,07-01-2019,2.11,5,2,78,,
31265,18268996,#Awesome 2 BR Flat Times Square!,38154342425,unconfirmed,Jowelle,Manhattan,Hell's Kitchen,40.76385,-73.99219,United States,US,FALSE,flexible,Entire home/apt,2014,$82 ,$16 ,2,26,3/31/2019,1.76,2,5,0,,
80812,45633804,Huge WV / Meatpacking 1 Bdrm,2193504099,unconfirmed,Opal,Manhattan,West Village,40.73848,-74.00252,United States,US,FALSE,strict,Entire home/apt,2016,$639 ,$128 ,28,13,01-01-2019,0.52,4,1,0,,
97085,54621382,"PRIVATE, Funky bunk style room in Williamsburg",35818301881,verified,Scott,Brooklyn,Williamsburg,40.70917,-73.93513,United States,US,FALSE,moderate,Private room,2009,$913 ,$183 ,2,25,6/26/2019,2.26,5,2,21,"No smoking please, no pets to protect our hardwood floors. Children under 18 to be supervised at all times. Bedroom accommodates only 2 people.   This is a historic Victorian on three levels. There is no elevator in the building or inside so please note if you have a mobility issues",
68838,39020563,BEAUTIFUL HUDSON RIVER VIEW,1398767522,unconfirmed,Neide,Manhattan,Washington Heights,40.8335,-73.9468,United States,US,TRUE,strict,Entire home/apt,2012,$598 ,$120 ,4,2,01-02-2019,0.11,4,1,0,,
14917,9239995,Beautiful room in West Harlem,89874614735,verified,Leomaris,Manhattan,Harlem,40.83039,-73.94532,United States,US,TRUE,flexible,Private room,2012,$944 ,$189 ,30,6,11-04-2016,0.16,5,3,247,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
84214,47512728,"Sunny, Kid Friendly 2 Bedroom",73437318616,unconfirmed,Jocelyn,Manhattan,Washington Heights,40.85585,-73.93741,United States,US,FALSE,moderate,Entire home/apt,2013,$344 ,$69 ,5,2,01-01-2017,0.05,5,1,41,No smoking indoors,
96208,54137014,Cozy Stay!!,33760990391,unconfirmed,Genny,Staten Island,Port Richmond,40.63428,-74.13339,United States,US,TRUE,flexible,Private room,2019,$513 ,$103 ,1,16,6/23/2019,1.53,3,3,365,No smoking. No loud music.  Please leave the place as you found it!   Put your dirty linens in the laundry basket and please be respectful of our neighbors.   Please run the dishwasher with your dirty dishes when you leave.   Please do not put the trash out on curb or the trash cans in the back yard. Our cleaning person will remove the trash from the unit.  Do tie up any trash bags if there are food items in the garbage though.,
61746,35103652,Brooklyn Brownstone Pent House,43174813987,verified,Nyota,Brooklyn,Bedford-Stuyvesant,40.68962,-73.93626,United States,US,FALSE,flexible,Entire home/apt,2003,$568 ,$114 ,2,2,12-05-2021,0.54,3,7,269,,
13188,8285068,Bright Sunny  Soho /W village loft,31356073169,verified,Robert,Manhattan,Greenwich Village,40.72778,-73.99899,United States,US,FALSE,moderate,Private room,2018,"$1,149 ",$230 ,2,0,,,3,1,211,,
29213,17135676,Private 1 bedroom 10 mins away to Manhattan NYC,85277033870,verified,Dorothy,Queens,Long Island City,40.75469,-73.92822,United States,US,TRUE,moderate,Private room,2004,"$1,050 ",$210 ,1,23,07-01-2019,1.25,4,2,93,Pets Allowed ( With Fee ) NO Smoking,
59087,33635086,Master Bedroom in Quiet Midtown Unit,56845414011,unconfirmed,J,Manhattan,Hell's Kitchen,40.75744,-73.99308,United States,US,FALSE,flexible,Private room,2010,$260 ,$52 ,4,10,01-02-2022,1.21,4,3,58,,
80614,45524448,Home &Garden: lots local+fast 2 Manhattan/Brooklyn,95048944828,verified,Sharlene,Staten Island,Westerleigh,40.61357,-74.13566,United States,US,FALSE,flexible,Entire home/apt,2020,$524 ,$105 ,3,1,7/29/2018,0.09,3,1,189,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay. The maple & cherry furniture is made in Boston.  Please be nice to it (wipe & dry with sponge any food..don't drip hot wax..).  Also say what you like about it in your review (-:  if you like it follow @treeturn on instagram!,
46886,26896474,gorgeous boho soho apartment!,90475498860,unconfirmed,Camille,Manhattan,Nolita,40.72087,-73.99647,United States,US,FALSE,moderate,Entire home/apt,2004,"$1,065 ",$213 ,2,0,,,3,1,88,,
83016,46851073,Affordable 2 Bedroom on the UES!!!,56606031529,verified,Zoe,Manhattan,Upper East Side,40.76644,-73.95486,United States,US,TRUE,strict,Entire home/apt,2020,$793 ,$159 ,3,3,9/28/2017,0.13,2,1,0,No shoes on in the house. My home is 420 friendly yet no cigarettes. You will not have access to a key but you will be able to come and go freely.,
75594,42751902,Nice Apartment in Brooklyn,41002573562,verified,Ayush,Brooklyn,Williamsburg,40.70429,-73.94894,United States,US,FALSE,moderate,Private room,2015,$441 ,$88 ,1,0,,,2,1,89,,
2878,2590855,Park Slope 1BR with Private Outdoor Space,39951240051,unconfirmed,Sean,Brooklyn,Park Slope,40.67179,-73.97248,United States,US,TRUE,strict,Entire home/apt,2021,$638 ,$128 ,2,45,5/27/2019,1.64,3,1,237,"No smoking, drinking. Respect yourself , respect other, clean up after yourself. Late check in after 9 pm and before 9 a.m. is $50, lock out is $50.  Thank you ",
27907,16414372,Cozy Central Park West Brownstone,39932482307,unconfirmed,Emily,Manhattan,Upper West Side,40.78624,-73.96952,United States,US,TRUE,flexible,Entire home/apt,2016,$502 ,$100 ,3,2,12-01-2017,0.1,5,1,0,Clean up after your mess please.,
16244,9972897,"Garden Apartment in Crown Heights, Brooklyn",62640604244,unconfirmed,Jt,Brooklyn,Crown Heights,40.67336,-73.95451,United States,US,FALSE,flexible,Entire home/apt,2022,$730 ,$146 ,4,7,7/28/2016,0.18,3,1,422,,
51353,29363598,Modern private room in Bushwick house w/ backyard,30042153093,unconfirmed,Danny,Brooklyn,Bushwick,40.68674,-73.90946,United States,US,FALSE,strict,Private room,2017,$80 ,$16 ,1,4,2/27/2022,4,4,3,154,,
99436,55919839,Cozy Newly Apartment Close To Manhattan,36157398079,unconfirmed,Jamie,Queens,Jackson Heights,40.75281,-73.87654,United States,US,TRUE,moderate,Entire home/apt,2004,$255 ,$51 ,3,33,6/28/2019,4.01,3,1,325,"Quiet, residential. No smoking. No pets",
31029,18138653,One bedroom in Brooklyn Heights,9282401448,unconfirmed,Scott,Brooklyn,Boerum Hill,40.68958,-73.99141,United States,US,TRUE,moderate,Entire home/apt,2014,$870 ,$174 ,2,3,11-12-2018,0.21,5,1,0,,
70681,40038452,Adorable Williamsburg room!,20015534990,verified,Sarah,Brooklyn,Williamsburg,40.70794,-73.96077,United States,US,TRUE,strict,Private room,2006,"$1,070 ",$214 ,2,9,01-02-2018,0.37,1,2,0,,
3570,2973047,Large artsy studio with 90s style,78539684057,unconfirmed,Seth,Manhattan,Chelsea,40.74193,-74.0017,United States,US,TRUE,flexible,Entire home/apt,2010,$985 ,$197 ,3,23,12-06-2015,0.36,3,1,32,,
2061,2139626,"Private Studio Near JFK, LGA & Subway  Not A Bsmnt",41987202941,verified,Tzvi,Queens,Briarwood,40.70715,-73.81468,United States,US,TRUE,flexible,Entire home/apt,2007,$726 ,$145 ,1,78,07-05-2019,1.02,5,1,13,#NAME?,
75835,42885007,Big Apartment with Balcony by Central Park,9461461738,unconfirmed,Aziz,Manhattan,East Harlem,40.79834,-73.94761,United States,US,TRUE,strict,Entire home/apt,2005,$468 ,$94 ,1,8,2/22/2017,0.23,2,1,0,,
72240,40899488,4 bedroom 3 bath duplex w roof deck & washer/dryer,57035685445,unconfirmed,Donavan,Brooklyn,East New York,40.66125,-73.89976,United States,US,TRUE,strict,Entire home/apt,2012,$582 ,$116 ,3,77,07-03-2019,1.67,3,1,256,,
49664,28430763,240Nest #4 with view on the Empire State Building,25297124923,unconfirmed,Olivia,Manhattan,Kips Bay,40.74057,-73.97755,United States,US,FALSE,flexible,Entire home/apt,2020,$974 ,$195 ,30,2,03-03-2022,0.27,4,3,6,,
58478,33298735,Bienvenidos a casa,76430256584,verified,Jose,Manhattan,Washington Heights,40.834,-73.93959,United States,US,TRUE,flexible,Private room,2005,$575 ,$115 ,2,64,01-03-2022,1.82,5,1,142,,
53671,30643829,Tranquil 2 Bedroom: CDC guidelines implemented,28974832073,verified,Ksenia,Brooklyn,Bedford-Stuyvesant,40.67779,-73.91676,United States,US,TRUE,strict,Entire home/apt,2014,$823 ,$165 ,3,18,2/16/2022,1.48,5,6,340,,
27633,16263042,3.7 MLN usd 2 bedroom LOFT in TriBeCa (5),69041300466,unconfirmed,Gipsy Properties,Manhattan,Tribeca,40.71989,-74.00465,United States,US,TRUE,moderate,Entire home/apt,2018,$341 ,$68 ,14,5,2/15/2018,0.25,4,3,0,,
53507,30553252,Manhattan Cozy Studio Near Empire State Building,20938455675,unconfirmed,Manhattan House Studios,Manhattan,Midtown,40.74789,-73.98701,United States,US,TRUE,moderate,Entire home/apt,2005,$65 ,$13 ,2,34,2/17/2022,3.52,4,4,81,,
18937,11460241,"Huge, Sunny Apartment on Bushwick/Bed Stuy Border!",21398155093,verified,Ryan,Brooklyn,Bedford-Stuyvesant,40.69377,-73.9307,United States,US,FALSE,moderate,Entire home/apt,2020,"$1,192 ",$238 ,2,8,07-06-2019,0.24,5,1,10,"Please no parties, guests, and loud noise past 11p out of respect for neighbors and my roommates. Please no smoking inside the building. If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",
91076,51302611,"Beautiful 2 Bedroom Apartment Woodside, Queens, NY",69838209787,verified,Erfan,Queens,Woodside,40.74616,-73.90392,United States,US,TRUE,strict,Entire home/apt,2020,$952 ,$190 ,2,93,6/20/2019,3.13,5,1,34,,
11448,7324066,Cozy East Village Apartment,2441179602,unconfirmed,Jibran,Manhattan,East Village,40.72797,-73.97787,United States,US,TRUE,moderate,Private room,2014,$957 ,$191 ,1,9,09-10-2016,0.21,3,1,49,,
71703,40602903,"One person, cozy room, real bed. 20 min to city!!!",36765779727,verified,Barbara & Andrzej,Queens,Long Island City,40.75037,-73.91265,United States,US,TRUE,flexible,Private room,2015,$713 ,$143 ,4,28,6/29/2019,0.59,2,2,364,,
94455,53168833,98th St. FULL apt with positive energy!,71054476771,unconfirmed,Samara,Manhattan,East Harlem,40.78572,-73.95018,United States,US,TRUE,flexible,Entire home/apt,2022,$90 ,$18 ,5,11,4/24/2019,0.77,3,1,8,"Respect yourself, respect other, clean up after yourself. Late check in after 9 p.m. and before 9 A.m. is $50, lock out is $50. No smoking, drinking in the house . Thank you ",
48656,27874045,Old World Charm Meets  Modern Brooklyn,11163687819,verified,Cyrus,Brooklyn,Prospect-Lefferts Gardens,40.65784,-73.94484,United States,US,FALSE,flexible,Entire home/apt,2007,$133 ,$27 ,5,0,,,5,1,156,No smoking inside the apartment.  Pets are allowed but for a fee  Be respectful of the neighbors,
